epoch;binary_accuracy;loss;lr
0;0.9338077306747437;0.25606220960617065;0.002
1;0.9382834434509277;0.1494245082139969;0.002
2;0.9387304186820984;0.10937745124101639;0.002
3;0.9396207332611084;0.10257048904895782;0.002
4;0.9404922127723694;0.09870675951242447;0.002
5;0.9414411187171936;0.09556206315755844;0.002
6;0.9422256350517273;0.09278711676597595;0.002
7;0.943016529083252;0.0902518630027771;0.002
8;0.9437424540519714;0.08841454237699509;0.002
9;0.943774938583374;0.08722430467605591;0.002
10;0.9441344738006592;0.08643441647291183;0.002
11;0.9436751008033752;0.0862647071480751;0.002
12;0.9441962838172913;0.08538614213466644;0.002
13;0.9446189999580383;0.08421260118484497;0.002
14;0.9449702501296997;0.0834764763712883;0.002
15;0.9449615478515625;0.08313371986150742;0.002
16;0.9444385170936584;0.0841168612241745;0.002
17;0.9455074071884155;0.0810885950922966;0.002
18;0.9449560642242432;0.08278688788414001;0.002
19;0.9452211856842041;0.080411396920681;0.002
20;0.9452276229858398;0.08128409087657928;0.002
21;0.945257842540741;0.08063250035047531;0.002
22;0.9452953934669495;0.08034192025661469;0.002
23;0.9452692866325378;0.07913700491189957;0.002
24;0.9456462264060974;0.07834799587726593;0.002
25;0.9455981254577637;0.08002525568008423;0.002
26;0.9458174705505371;0.07879225164651871;0.002
27;0.9460592865943909;0.078206866979599;0.002
28;0.9461265802383423;0.07843772321939468;0.002
29;0.9459855556488037;0.07812976837158203;0.002
30;0.946199893951416;0.07817292958498001;0.002
31;0.9463565349578857;0.07734503597021103;0.002
32;0.9466491341590881;0.07621506601572037;0.002
33;0.9468218088150024;0.0756193995475769;0.002
34;0.9463088512420654;0.0769442468881607;0.002
35;0.946251630783081;0.07698315382003784;0.002
36;0.9465534090995789;0.07657746225595474;0.002
37;0.94682776927948;0.07558222115039825;0.002
38;0.9467443823814392;0.07616061717271805;0.002
39;0.9465117454528809;0.07603976875543594;0.002
40;0.9465264081954956;0.07568781822919846;0.002
41;0.9468900561332703;0.07458114624023438;0.002
42;0.9468213319778442;0.07479384541511536;0.002
43;0.946318507194519;0.07711075991392136;0.002
44;0.9469642043113708;0.0745963528752327;0.002
45;0.9468396902084351;0.0743299052119255;0.002
46;0.9470329284667969;0.07431776821613312;0.002
47;0.9461714625358582;0.07792382687330246;0.002
48;0.9468332529067993;0.07488381862640381;0.002
49;0.9471290707588196;0.07365167886018753;0.002
50;0.9472500085830688;0.07313887774944305;0.002
51;0.9466239809989929;0.0746554583311081;0.002
52;0.9468552470207214;0.0741124227643013;0.002
53;0.9471918344497681;0.07350367307662964;0.002
54;0.9469404220581055;0.07417859137058258;0.002
55;0.9470961093902588;0.07356750220060349;0.002
56;0.946685791015625;0.07639563828706741;0.002
57;0.9469189047813416;0.07405232638120651;0.002
58;0.9470718502998352;0.07351953536272049;0.002
59;0.9458802342414856;0.0801171362400055;0.002
60;0.9469454288482666;0.07437659800052643;0.002
61;0.9481123685836792;0.06958786398172379;0.00040000002
62;0.9481801390647888;0.06875608116388321;0.00040000002
63;0.9483486413955688;0.0683499276638031;0.00040000002
64;0.9484196305274963;0.06801077723503113;0.00040000002
65;0.9485267996788025;0.06780599057674408;0.00040000002
66;0.9485272765159607;0.06775717437267303;0.00040000002
67;0.9486774802207947;0.06734183430671692;0.00040000002
68;0.948616087436676;0.06709378957748413;0.00040000002
69;0.948649525642395;0.06719531863927841;0.00040000002
70;0.9486325979232788;0.06703795492649078;0.00040000002
71;0.948684811592102;0.06688567250967026;0.00040000002
72;0.9486752152442932;0.06664138287305832;0.00040000002
73;0.9487136602401733;0.06652266532182693;0.00040000002
74;0.9488469362258911;0.06654740869998932;0.00040000002
75;0.9486660361289978;0.06632521748542786;0.00040000002
76;0.94881671667099;0.06636703014373779;0.00040000002
77;0.9489508867263794;0.06601694226264954;0.00040000002
78;0.9488354921340942;0.06614609062671661;0.00040000002
79;0.9488867521286011;0.06600841134786606;0.00040000002
80;0.9488492012023926;0.06594635546207428;0.00040000002
81;0.9489559531211853;0.06564605981111526;0.00040000002
82;0.9489275217056274;0.06583942472934723;0.00040000002
83;0.9490461349487305;0.06549851596355438;0.00040000002
84;0.9491015672683716;0.06541137397289276;0.00040000002
85;0.9489985108375549;0.06551624089479446;0.00040000002
86;0.9492220282554626;0.06462369859218597;8.0000005e-05
87;0.9493653774261475;0.0644146278500557;8.0000005e-05
88;0.9492425918579102;0.06444918364286423;8.0000005e-05
89;0.9492934346199036;0.06434160470962524;8.0000005e-05
90;0.9492485523223877;0.06429360061883926;8.0000005e-05
91;0.9494321942329407;0.06410568207502365;8.0000005e-05
92;0.9493538737297058;0.06417770683765411;8.0000005e-05
93;0.9492989182472229;0.06418630480766296;8.0000005e-05
94;0.9493813514709473;0.06418458372354507;8.0000005e-05
95;0.9494372606277466;0.06395123153924942;8.0000005e-05
96;0.9493923783302307;0.06410692632198334;8.0000005e-05
97;0.9493973851203918;0.06388653814792633;1.6000002e-05
98;0.9494560360908508;0.06384400278329849;1.6000002e-05
99;0.9495096206665039;0.06368675827980042;1.6000002e-05
